project,boring_id,depth_top_ft,depth_bot_ft,n_value,sampler,soil_major,source_file,lat,lon
REGALIA,TB-1,0,1,25,SPT,LIMESTONE AND SAND (FILL),REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,1,2,25,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,2,4,31,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,4,6,20,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,6,8,19,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,8,10,26,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,10,13,,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,13,15,32,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,15,18,,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,18,20,15,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,20,23,,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,23,25,13,SPT,PEAT,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,25,27,25,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,27,28,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,28,30,50,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,30,33,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,33,35,42,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,35,38,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,38,40,11,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,40,43,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,43,45,80,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,45,48,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,48,49,7,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,49,50,7,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,50,53,,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,53,55,3,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,55,57,1,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,57,58,,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,58,60,15,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,60,63,,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,63,65,9,SPT,CEMENTED SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,65,66,"50/2""",SPT,SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,66,68,,SPT,SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,68,70,19,SPT,CEMENTED SAND AND SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,70,72,WOH,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,72,73,,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,73,75,WOH,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,75,77,11,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,77,78,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,78,80,30,SPT,SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,80,83,,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,83,85,WOH,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,85,90,WOR/5,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,90,92,"50/1""",SPT,CEMENTED SAND/SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,92,93,,SPT,CEMENTED SAND/SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,93,95,"50/2""",SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,95,98,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,98,100,"150/1""",SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,100,103,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,103,105,"100/1""",SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,105,108,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,108,110,"150/5""",SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,110,113,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,113,115,"100/1""",SPT,SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,115,118,,SPT,SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,118,120,17,SPT,CEMENTED SAND/SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,120,123,,SPT,CEMENTED SAND/SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,123,125,6,SPT,SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,125,128,,SPT,SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,128,130,17,SPT,SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,130,133,,SPT,SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,133,134,"100/5""",SPT,SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,134,138,,SPT,CEMENTED SAND/SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,138,140,120,SPT,CEMENTED SAND/SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,140,143,,SPT,CEMENTED SAND/SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,143,145,"100/4""",SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,145,148,,SPT,CEMENTED SAND AND SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,148,149,"100/3""",SPT,SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-1,149,157,,SPT,SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,0,2,12,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,2,4,20,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,4,6,20,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,6,8,18,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,8,10,26,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,10,13,,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,13,15,25,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,15,18,,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,18,20,32,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,20,23,,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,23,25,12,SPT,PEAT,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,25,27,23,SPT,PEAT,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,27,28,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,28,30,73,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,30,33,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,33,35,25,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,35,37,16,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,37,38,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,38,40,4,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,40,43,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,43,45,64,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,45,48,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,48,49,"115/6""",SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,49,51,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,51,53,,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,53,55,8,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,55,58,,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,58,60,6,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,60,63,,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,63,65,9,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,65,68,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,68,70,180,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,70,73,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,73,75,6,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,75,78,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,78,80,9,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,80,83,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,83,85,72,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,85,88,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,88,90,33,SPT,SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,90,93,,SPT,SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,93,95,3,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,95,97,15,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,97,98,,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,98,100,"50/1""",SPT,SANDSTONE/CEMENTED SAND/LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,100,102,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,102,103,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,103,105,"75/1""",SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,105,108,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,108,110,"100/3""",SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,110,113,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,113,115,"100/4""",SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,115,118,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,118,120,31,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,120,123,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,123,125,17,SPT,SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,125,128,,SPT,SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,128,130,12,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,130,133,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,133,135,16,SPT,SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,135,138,,SPT,SANDSTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,138,140,25,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,140,143,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,TB-2,143,145,"100/3""",SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,0,2,20,SPT,SAND AND SHELLS AND LIMEROCK (FILL),REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,2,4,15,SPT,SAND AND SHELLS AND LIMEROCK (FILL),REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,4,6,14,SPT,SAND AND SHELLS AND LIMEROCK (FILL),REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,6,8,20,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,8,10,12,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,10,13,,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,13,15,29,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,15,18,,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,18,20,20,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,20,23,,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,23,24,6,SPT,PEAT,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,24,25,6,SPT,SILTY SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,25,26,14,SPT,PEAT,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,26,27,14,SPT,SILTY SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,27,28,,SPT,SILTY SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,28,30,2,SPT,SILTY SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,30,32,26,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,32,33,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,33,35,24,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,35,38,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,38,40,"66/5""",SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,40,43,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-1,43,45,41,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-2,0,2,6,SPT,SAND AND SHELLS (FILL),REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-2,2,4,"63/1""",SPT,SAND AND SHELLS (FILL),REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-2,4,6,21,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-2,6,8,14,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-2,8,10,20,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-2,10,13,,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-2,13,15,24,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-2,15,18,,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-2,18,20,33,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-2,20,21,,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-2,21,23,,SPT,PEAT,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-2,23,24,2,SPT,PEAT,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-2,24,25,2,SPT,SILTY SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-2,25,27,30,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-2,27,28,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-2,28,30,57,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-2,30,33,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-2,33,35,7,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-2,35,38,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-2,38,40,3,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-2,40,43,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-2,43,45,19,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,0,1,28,SPT,LIMEROCK AND SAND (FILL),REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,1,2,28,SPT,BEACH SAND (FILL),REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,2,4,23,SPT,LIMEROCK AND SAND (FILL),REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,4,6,20,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,6,8,22,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,8,10,23,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,10,13,,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,13,15,32,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,15,18,,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,18,20,41,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,20,23,,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,23,25,11,SPT,PEAT,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,25,26,45,SPT,PEAT,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,26,27,45,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,27,28,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,28,30,69,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,30,33,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,33,35,24,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,35,38,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,38,40,8,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,40,43,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,43,45,30,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,45,48,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,48,50,77,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,50,52,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,52,53,,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,53,55,12,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,55,58,,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,58,60,17,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,60,63,,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,63,65,22,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,65,67,,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,67,68,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,68,70,"132/7""",SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,70,72,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,72,73,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,73,75,4,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,75,78,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,78,80,"WOR/24""",SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,80,83,,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,GB-3,83,85,49,SPT,CEMENTED SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,FB-1,0,2,24,SPT,SAND AND SHELLS (FILL),REGALIA - B0606824 - Documents.pdf,,
REGALIA,FB-1,2,3,22,SPT,SAND AND SHELLS (FILL),REGALIA - B0606824 - Documents.pdf,,
REGALIA,FB-1,3,4,22,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,FB-1,4,6,16,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,FB-1,6,8,13,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,FB-1,8,10,16,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,FB-1,10,13,,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,FB-1,13,15,18,SPT,SAND,REGALIA - B0606824 - Documents.pdf,,
REGALIA,FB-1,15,18,,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,FB-1,18,20,14,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,FB-1,20,21,,SPT,SAND AND SHELLS,REGALIA - B0606824 - Documents.pdf,,
REGALIA,FB-1,21,23,,SPT,PEAT,REGALIA - B0606824 - Documents.pdf,,
REGALIA,FB-1,23,25,14,SPT,PEAT,REGALIA - B0606824 - Documents.pdf,,
REGALIA,FB-1,25,26,,SPT,PEAT,REGALIA - B0606824 - Documents.pdf,,
REGALIA,FB-1,26,28,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,FB-1,28,30,8,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,FB-1,30,32,,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
REGALIA,FB-1,32,35,62,SPT,LIMESTONE,REGALIA - B0606824 - Documents.pdf,,
OCEAN_II,B-1,0,1,20,SPT,ASPHALT AND LIMEROCK (FILL),OCEAN II - P991229 Reports.pdf,25.9529,-80.1201
OCEAN_II,B-1,1,3,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9529,-80.1201
OCEAN_II,B-1,3,4,16,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9529,-80.1201
OCEAN_II,B-1,4,5,16,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9529,-80.1201
OCEAN_II,B-1,5,6,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9529,-80.1201
OCEAN_II,B-1,6,7,10,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9529,-80.1201
OCEAN_II,B-1,7,8,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9529,-80.1201
OCEAN_II,B-1,8,10,14,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9529,-80.1201
OCEAN_II,B-1,10,13,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9529,-80.1201
OCEAN_II,B-1,13,15,25,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9529,-80.1201
OCEAN_II,B-1,15,18,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9529,-80.1201
OCEAN_II,B-1,18,20,17,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9529,-80.1201
OCEAN_II,B-1,20,23,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9529,-80.1201
OCEAN_II,B-1,23,25,6,SPT,PEAT,OCEAN II - P991229 Reports.pdf,25.9529,-80.1201
OCEAN_II,B-1,25,28,,SPT,PEAT,OCEAN II - P991229 Reports.pdf,25.9529,-80.1201
OCEAN_II,B-1,28,30,34,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.9529,-80.1201
OCEAN_II,B-1,30,33,,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.9529,-80.1201
OCEAN_II,B-1,33,35,36,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.9529,-80.1201
OCEAN_II,B-1,35,38,,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.9529,-80.1201
OCEAN_II,B-1,38,40,38,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.9529,-80.1201
OCEAN_II,B-2,0,1,21,SPT,ASPHALT AND LIMEROCK (FILL),OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,1,2,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,2,3,20,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,3,4,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,4,5,10,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,5,6,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,6,7,11,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
